PERIODO;MES;PER;DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;AREA;CLASE;FEX_C18;DPTO;FFT;DSCY;DSI;P7250;P7280;P744;P3074;P7260;P1806;P7430;P7440S1;P7440S2;P7450;P7350;P7360;P9460;P1519;P1883;P7422;P7422S1;OFICIO1_C8;OFICIO2_C8;RAMA2D_D_R4;RAMA4D_D_R4;P7440
20240519;05;2024;7778222;1;1;1;70;27;1;58.754868687;27;;1;1;2;3;;;40;600000;1;1;0;4;3;1;2;2;;1;200000;9111;9111;97;9700;
20240519;05;2024;7778222;1;2;1;70;27;1;58.754868687;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778222;1;3;1;70;27;1;58.754868687;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778223;1;1;1;70;27;1;36.720102808;27;1;;;;;;;;;1;120;0;3;4;1;2;2;;2;;.;9112;81;8121;
20240519;05;2024;7778223;1;2;1;70;27;1;36.720102808;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778223;1;3;1;70;27;1;36.720102808;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778224;1;3;1;70;27;1;67.906001269;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778226;1;1;1;70;27;1;53.177440192;27;;1;1;4;4;;;40;2000000;1;1;4;6;4;10;2;2;;2;;2341;2341;85;8530;
20240519;05;2024;7778226;1;2;1;70;27;1;53.177440192;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778228;1;1;1;70;27;1;63.828194307;27;1;;;;;;;;;1;40;0;8;1;6;2;2;;2;;.;5223;47;4719;
20240519;05;2024;7778228;1;2;1;70;27;1;63.828194307;27;;2;1;20;2;;;48;4000000;1;5;0;8;1;7;2;2;;2;;2611;2611;69;6910;
20240519;05;2024;7778229;1;1;1;70;27;1;58.303545676;27;;2;1;20;1;;;35;1000000;1;12;5;8;1;3;2;2;;2;;5223;5223;47;4771;
20240519;05;2024;7778233;1;1;1;70;27;1;73.17643679;27;;1;1;6;2;;;40;1300000;1;1;4;8;2;6;2;2;;2;;9621;4110;84;8412;
20240519;05;2024;7778234;1;1;1;70;27;1;44.421749087;27;;1;1;5;1;;;20;600000;2;;;;;;;2;;2;;5223;;;;
20240519;05;2024;7778235;1;1;1;70;27;1;55.953841929;27;;1;1;6;3;;;40;600000;2;;;;;;;2;;2;;9111;;;;
20240519;05;2024;7778236;1;1;1;70;27;1;44.224839157;27;;1;1;8;3;;;40;800000;1;2;0;6;4;2;2;2;;2;;9111;9311;07;0722;
20240519;05;2024;7778236;1;2;1;70;27;1;44.224839157;27;;1;1;4;4;;;48;900000;1;3;0;8;4;2;2;2;;2;;7111;7111;41;4111;
20240519;05;2024;7778236;1;6;1;70;27;1;44.224839157;27;;1;1;6;3;;;48;700000;1;4;0;8;4;2;2;2;;2;;9111;5223;47;4711;
20240519;05;2024;7778238;1;2;1;70;27;1;62.701241237;27;1;;;;;2;5;;800000;1;16;5;8;4;3;2;2;;2;;.;5131;56;5611;
20240519;05;2024;7778239;1;1;1;70;27;1;50.834863874;27;1;;;;;1;;24;1300000;1;6;5;3;4;2;2;2;;2;;.;5131;56;5611;
20240519;05;2024;7778240;1;2;1;70;27;1;58.449162302;27;1;;;;;2;5;;1300000;1;120;5;8;3;1;2;2;;2;;.;9111;97;9700;
20240519;05;2024;7778241;1;1;1;70;27;1;54.565698579;27;;1;1;8;3;;;48;500000;1;36;2;3;3;1;2;2;;2;;9111;9111;97;9700;
20240519;05;2024;7778241;1;2;1;70;27;1;54.565698579;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778241;1;4;1;70;27;1;54.565698579;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778242;1;1;1;70;27;1;55.141978642;27;1;;;;;;;;;1;48;2;3;4;1;2;2;;2;;.;5212;47;4781;
20240519;05;2024;7778246;1;1;1;70;27;1;59.566869856;27;1;;;;;;;;;1;240;5;3;4;2;2;2;;2;;.;9311;07;0722;
20240519;05;2024;7778246;1;2;1;70;27;1;59.566869856;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778247;1;1;1;70;27;1;58.264968284;27;1;;;;;;;;;1;120;5;4;2;10;2;2;;2;;.;5311;84;8413;
20240519;05;2024;7778247;1;2;1;70;27;1;58.264968284;27;;1;1;6;2;;;60;1500000;1;8;2;8;1;9;2;2;;2;;5414;5414;80;8010;
20240519;05;2024;7778247;1;3;1;70;27;1;58.264968284;27;;1;1;8;1;;;30;900000;2;;;;;;;2;;2;;5223;;;;
20240519;05;2024;7778248;1;2;1;70;27;1;70.954259857;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778252;1;2;1;70;27;1;81.879026201;27;;2;1;52;4;;;40;4000000;1;24;2;8;1;10;2;2;;2;;2611;7126;36;3600;
20240519;05;2024;7778255;1;1;1;70;27;1;57.031236803;27;1;;;;;;;;;1;12;2;2;4;4;2;2;;2;;.;5120;56;5611;
20240519;05;2024;7778255;1;2;1;70;27;1;57.031236803;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778256;1;1;1;70;27;1;54.014096478;27;;1;1;6;2;;;48;2600000;1;7;5;1;1;10;2;2;;2;;5321;5321;84;8430;
20240519;05;2024;7778257;1;1;1;70;27;1;36.685979152;27;;1;1;5;3;;;40;1300000;1;48;5;6;3;1;2;2;;2;;9111;9111;97;9700;
20240519;05;2024;7778257;1;2;1;70;27;1;36.685979152;27;;1;1;3;1;;;48;900000;2;;;;;;;2;;2;;5131;;;;
20240519;05;2024;7778257;1;3;1;70;27;1;36.685979152;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778257;1;4;1;70;27;1;36.685979152;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778258;1;1;1;70;27;1;43.226742164;27;1;;;;;;;;;1;24;5;6;1;10;2;2;;2;;.;9613;36;3600;
20240519;05;2024;7778258;1;2;1;70;27;1;43.226742164;27;;1;1;2;4;;;30;600000;1;7;3;6;3;1;2;2;;2;;9111;9111;97;9700;
20240519;05;2024;7778258;1;3;1;70;27;1;43.226742164;27;;1;1;4;1;;;48;1300000;1;4;3;6;4;1;2;2;;2;;5223;8111;07;0722;
20240519;05;2024;7778259;1;1;1;70;27;1;83.630213475;27;1;;;;;;;;;1;12;0;3;4;1;2;2;;2;;.;9313;41;4111;
20240519;05;2024;7778260;1;4;1;70;27;1;68.452684444;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778261;1;1;1;70;27;1;59.641310307;27;1;;;;;;;;;1;216;5;5;2;10;2;3;;2;;.;2330;85;8530;
20240519;05;2024;7778262;1;2;1;70;27;1;64.478028007;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778262;1;3;1;70;27;1;64.478028007;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778262;1;5;1;70;27;1;64.478028007;27;;2;1;36;4;;;40;1300000;1;36;0;4;4;1;2;2;;2;;9313;9313;41;4112;
20240519;05;2024;7778262;1;6;1;70;27;1;64.478028007;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778264;1;1;1;70;27;1;33.839421148;27;1;;;;;;;;;1;192;5;5;2;10;2;3;;2;;.;9112;85;8544;
20240519;05;2024;7778264;1;4;1;70;27;1;33.839421148;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778264;1;5;1;70;27;1;33.839421148;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778264;1;7;1;70;27;1;33.839421148;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778264;1;8;1;70;27;1;33.839421148;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778265;1;2;1;70;27;1;83.930762893;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778268;1;1;1;70;27;1;61.800085708;27;;1;1;2;1;;;40;1300000;1;3;2;3;1;4;2;2;;2;;9112;5120;56;5611;
20240519;05;2024;7778270;1;1;1;70;27;1;51.825373935;27;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778271;1;1;1;70;27;1;46.722094487;27;1;;;;;;;;;1;240;4;5;2;5;2;3;;2;;.;4222;61;6190;
20240519;05;2024;7778272;1;1;1;70;27;1;56.736172717;27;1;;;;;;;;;1;12;0;5;2;10;2;3;;2;;.;4110;84;8412;
20240519;05;2024;7778272;1;2;1;70;27;1;56.736172717;27;;1;1;12;2;;;48;3000000;1;12;0;3;2;10;2;1;2;2;;2330;3359;84;8414;
20240519;05;2024;7778274;1;2;1;70;27;1;57.577976281;27;;1;1;6;2;;;40;3000000;1;4;4;8;1;9;2;2;;2;;3123;4225;65;6521;
20240519;05;2024;7778275;1;1;1;70;27;1;46.387685795;27;1;;;;;;;;;1;13;5;5;2;10;2;3;;2;;.;3253;86;8621;
20240519;05;2024;7778276;1;2;1;70;27;1;68.190689352;27;;1;1;5;2;;;40;2000000;1;8;5;8;2;9;2;2;;2;;2330;4110;84;8415;
20240519;05;2024;7778280;1;1;1;70;27;1;57.912234582;27;1;;;;;;;;;1;144;5;5;2;8;2;3;;2;;.;5329;86;8621;
20240519;05;2024;7778280;1;2;1;70;27;1;57.912234582;27;1;;;;;1;;15;600000;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778281;1;2;1;70;41;1;222.36916929;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778281;1;3;1;70;41;1;222.36916929;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778281;1;4;1;70;41;1;222.36916929;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778282;1;2;1;70;41;1;167.60578655;41;1;;;;;;;;;1;36;0;3;3;1;2;2;;2;;.;9111;97;9700;
20240519;05;2024;7778282;1;3;1;70;41;1;167.60578655;41;1;;;;;;;;;1;240;0;4;4;1;2;2;;2;;.;9121;96;9601;
20240519;05;2024;7778284;1;1;1;70;41;1;162.51126449;41;;2;1;32;1;;;48;1300000;1;24;5;8;3;1;2;2;;2;;9111;9111;97;9700;
20240519;05;2024;7778284;1;2;1;70;41;1;162.51126449;41;;2;1;24;1;;;48;1600000;1;24;5;1;1;9;2;2;;2;;9313;9313;42;4290;
20240519;05;2024;7778284;1;3;1;70;41;1;162.51126449;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778284;1;4;1;70;41;1;162.51126449;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778285;1;2;1;70;41;1;145.95782933;41;1;;;;;;;;;1;36;0;3;4;1;2;2;;2;;.;9111;81;8121;
20240519;05;2024;7778285;1;3;1;70;41;1;145.95782933;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778286;1;1;1;70;41;1;103.80042064;41;1;;;;;;;;;1;96;0;5;2;8;2;3;;2;;.;5329;84;8413;
20240519;05;2024;7778286;1;2;1;70;41;1;103.80042064;41;1;;;;;;;;;1;180;0;4;5;3;2;2;;2;;.;1311;01;0112;
20240519;05;2024;7778287;1;2;1;70;41;1;171.87636203;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778289;1;1;1;70;41;1;153.46859618;41;1;;;;;;;;;1;36;0;3;4;1;2;2;;2;;.;9211;01;0161;
20240519;05;2024;7778290;1;1;1;70;41;1;199.38112709;41;1;;;;;;;;;1;36;5;3;4;1;2;2;;2;;.;9111;81;8121;
20240519;05;2024;7778292;1;1;1;70;41;1;177.00632078;41;;1;1;3;1;;;48;1300000;1;1;4;3;1;5;2;2;;2;;3322;5230;47;4711;
20240519;05;2024;7778296;1;2;1;70;41;1;132.86453842;41;1;;;;;;;;;1;240;5;4;4;1;2;2;;2;;.;5223;47;4755;
20240519;05;2024;7778297;1;2;1;70;41;1;151.31913201;41;;1;1;12;1;;;48;1300000;1;2;4;8;1;2;2;2;;2;;5223;5223;47;4771;
20240519;05;2024;7778299;1;1;1;70;41;1;247.23568116;41;1;;;;;;;;;1;3;3;6;2;10;2;2;;1;2800000;.;0310;84;8422;
20240519;05;2024;7778301;1;3;1;70;41;1;200.58658198;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778301;1;4;1;70;41;1;200.58658198;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778302;1;3;1;70;41;1;160.10981186;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778302;1;4;1;70;41;1;160.10981186;41;;2;1;48;2;;;48;6000000;2;;;;;;;2;;2;;2611;;;;
20240519;05;2024;7778303;1;3;1;70;41;1;110.02827202;41;1;;;;;2;5;;1300000;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778304;1;2;1;70;41;1;138.8123457;41;1;;;;;;;;;1;96;1;3;4;1;2;2;;2;;.;5311;88;8891;
20240519;05;2024;7778305;1;2;1;70;41;1;256.87567537;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778306;1;3;1;70;41;1;103.65185266;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778308;1;2;1;70;41;1;165.26343423;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778308;1;3;1;70;41;1;165.26343423;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778309;1;2;1;70;41;1;188.77197365;41;1;;;;;;;;;1;2;5;3;1;9;2;2;;2;;.;4110;35;3513;
20240519;05;2024;7778312;1;1;1;70;41;1;166.08067303;41;1;;;;;;;;;1;240;5;5;2;9;2;3;;2;;.;2320;85;8551;
20240519;05;2024;7778312;1;2;1;70;41;1;166.08067303;41;1;;;;;;;;;1;125;5;5;2;8;2;3;;2;;.;4110;84;8413;
20240519;05;2024;7778313;1;1;1;70;41;1;166.08067303;41;1;;;;;;;;;1;102;5;5;2;9;2;3;;2;;.;4110;35;3514;
20240519;05;2024;7778313;1;2;1;70;41;1;166.08067303;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778314;1;2;1;70;41;1;164.46049287;41;1;;;;;;;;;1;100;1;3;4;1;2;2;;2;;.;5142;96;9602;
20240519;05;2024;7778314;1;3;1;70;41;1;164.46049287;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778314;1;4;1;70;41;1;164.46049287;41;1;;;;;;;;;1;3;1;3;1;8;2;2;;2;;.;5321;86;8621;
20240519;05;2024;7778315;1;2;1;70;41;1;218.9784367;41;;1;1;4;1;;;48;1300000;1;1;0;8;1;3;2;2;;2;;9313;9313;41;4111;
20240519;05;2024;7778316;1;1;1;70;41;1;190.86697534;41;1;;;;;;;;;1;224;5;5;1;9;2;3;;2;;.;1219;94;9499;
20240519;05;2024;7778317;1;3;1;70;41;1;214.44069582;41;;1;1;3;1;;;48;1300000;1;0;3;8;1;4;2;2;;2;;9313;9313;41;4111;
20240519;05;2024;7778317;1;4;1;70;41;1;214.44069582;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778317;1;6;1;70;41;1;214.44069582;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778317;1;7;1;70;41;1;214.44069582;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778325;1;1;1;70;41;1;374.39855821;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778325;1;3;1;70;41;1;374.39855821;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778325;1;4;1;70;41;1;374.39855821;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778326;1;1;1;70;41;1;216.58254258;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778328;1;3;1;70;41;1;378.01580221;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778329;1;1;1;70;41;1;358.48482805;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778329;1;3;1;70;41;1;358.48482805;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778330;1;2;1;70;41;1;110.73250737;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778331;1;2;1;70;41;1;320.29844084;41;1;;;;;;;;;1;480;0;4;4;1;2;2;;2;;.;2161;71;7111;
20240519;05;2024;7778336;1;3;1;70;41;1;125.30722522;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778337;1;3;1;70;41;1;164.57715915;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778337;1;4;1;70;41;1;164.57715915;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778340;1;1;1;70;41;1;97.000287071;41;1;;;;;;;;;1;120;1;3;4;1;2;3;;2;;.;5322;86;8699;
20240519;05;2024;7778340;1;2;1;70;41;1;97.000287071;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778342;1;2;1;70;41;1;108.70734962;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778343;1;1;1;70;41;1;128.95708545;41;1;;;;;1;;48;1300000;1;3;1;2;1;10;2;2;;2;;.;9621;49;4923;
20240519;05;2024;7778345;1;2;1;70;41;1;108.70734962;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778347;1;1;1;70;41;1;155.03840293;41;;1;1;12;1;;;48;1300000;1;4;5;8;1;8;2;2;;2;;8332;8332;49;4923;
20240519;05;2024;7778348;1;1;1;70;41;1;144.10494455;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778349;1;1;1;70;41;1;220.22647483;41;1;;;;;;;;;1;360;5;5;1;8;2;3;;2;;.;4110;94;9411;
20240519;05;2024;7778349;1;2;1;70;41;1;220.22647483;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778349;1;6;1;70;41;1;220.22647483;41;;1;1;3;1;;;48;1400000;1;1;4;3;1;8;2;2;;2;;3343;3343;35;3520;
20240519;05;2024;7778350;1;2;1;70;41;1;108.70734962;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778351;1;1;1;70;41;1;105.54296036;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778351;1;3;1;70;41;1;105.54296036;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778353;1;1;1;70;41;1;164.11629435;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778353;1;3;1;70;41;1;164.11629435;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778353;1;4;1;70;41;1;164.11629435;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778354;1;1;1;70;41;1;149.69754593;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778355;1;1;1;70;41;1;155.30039803;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778355;1;4;1;70;41;1;155.30039803;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778358;1;1;1;70;41;1;186.32987504;41;1;;;;;;;;;1;240;5;3;4;1;2;2;;2;;.;9111;81;8121;
20240519;05;2024;7778358;1;3;1;70;41;1;186.32987504;41;1;;;;;;;;;1;192;5;3;4;1;2;2;;2;;.;5221;47;4771;
20240519;05;2024;7778358;1;4;1;70;41;1;186.32987504;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778360;1;1;1;70;41;1;108.70734962;41;1;;;;;;;;;1;36;5;5;1;10;2;3;;2;;.;7112;42;4210;
20240519;05;2024;7778360;1;2;1;70;41;1;108.70734962;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778361;1;1;1;70;41;1;125.30722522;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778361;1;2;1;70;41;1;125.30722522;41;1;;;;;;2;;1900000;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778361;1;3;1;70;41;1;125.30722522;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778362;1;1;1;70;41;1;123.49573585;41;1;;;;;;;;;1;72;5;5;2;10;2;3;;2;;.;1345;85;8530;
20240519;05;2024;7778362;1;2;1;70;41;1;123.49573585;41;1;;;;;;;;;1;800;5;3;4;1;2;2;;2;;.;9111;81;8121;
20240519;05;2024;7778362;1;3;1;70;41;1;123.49573585;41;;2;1;52;1;;;47;1500000;1;12;5;9;1;6;2;2;;2;;2250;2250;01;0145;
20240519;05;2024;7778364;1;5;1;70;41;1;227.42082462;41;;2;1;36;2;;;40;3000000;1;36;5;8;2;10;2;2;;2;;2341;2341;85;8530;
20240519;05;2024;7778365;1;3;1;70;41;1;145.49568731;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778368;1;1;1;70;41;1;84.380117052;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778369;1;1;1;70;41;1;141.15487265;41;1;;;;;;;;;1;4;5;5;1;10;2;3;;2;;.;5329;86;8610;
20240519;05;2024;7778369;1;2;1;70;41;1;141.15487265;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778369;1;4;1;70;41;1;141.15487265;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778370;1;2;1;70;41;1;166.35768863;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778371;1;2;1;70;41;1;100.60387857;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778373;1;2;1;70;41;1;200.98236397;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778373;1;4;1;70;41;1;200.98236397;41;;1;1;4;1;;;47;1462000;1;1;5;8;1;8;2;2;;1;1462000;5223;5223;15;1512;
20240519;05;2024;7778376;1;1;1;70;41;1;154.44979662;41;;2;1;24;1;;;48;1600000;1;2;5;8;1;8;2;2;;2;;9313;9313;42;4210;
20240519;05;2024;7778376;1;2;1;70;41;1;154.44979662;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778377;1;1;1;70;41;1;93.90643066;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778381;1;2;1;70;41;1;130.27780323;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778382;1;1;1;70;41;1;78.994023062;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778382;1;2;1;70;41;1;78.994023062;41;1;;;;;;3;;2400000;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778383;1;1;1;70;41;1;132.86453842;41;1;;;;;;;;;1;79;5;4;4;1;2;2;;2;;.;8324;49;4921;
20240519;05;2024;7778383;1;2;1;70;41;1;132.86453842;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778384;1;2;1;70;41;1;193.42265818;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778385;1;2;1;70;41;1;191.19190829;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778385;1;3;1;70;41;1;191.19190829;41;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7778389;1;2;1;70;44;1;49.002246609;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240518;05;2024;7778389;1;3;1;70;44;1;49.002246609;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778393;1;1;1;70;44;1;70.221344642;44;1;;;;;;;;;1;36;1;4;4;1;2;2;;2;;.;3123;42;4290;
20240519;05;2024;7778393;1;2;1;70;44;1;70.221344642;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778393;1;3;1;70;44;1;70.221344642;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778393;1;4;1;70;44;1;70.221344642;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778395;1;3;1;70;44;1;30.377207415;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778396;1;2;1;70;44;1;46.064179367;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778396;1;3;1;70;44;1;46.064179367;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778397;1;2;1;70;44;1;67.066477176;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778398;1;2;1;70;44;1;79.644694124;44;1;;;;;;;;;1;36;1;3;1;10;2;2;;2;;.;2411;38;3811;
20240519;05;2024;7778399;1;2;1;70;44;1;101.00700385;44;1;;;;;;;;;1;18;0;3;1;6;2;2;;2;;.;2341;85;8511;
20240519;05;2024;7778401;1;1;1;70;44;1;75.2528379;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778402;1;1;1;70;44;1;140.23055795;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778404;1;2;1;70;44;1;41.858407516;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778404;1;4;1;70;44;1;41.858407516;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778406;1;1;1;70;44;1;50.971608208;44;;2;1;20;1;;;48;960000;1;5;5;8;4;3;2;2;;2;;9313;9313;41;4111;
20240519;05;2024;7778406;1;2;1;70;44;1;50.971608208;44;;2;1;25;1;;;48;600000;1;6;5;8;4;1;2;2;;2;;4225;9111;81;8121;
20240519;05;2024;7778406;1;3;1;70;44;1;50.971608208;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778407;1;1;1;70;44;1;150.12554861;44;1;;;;;1;;25;600000;2;;;;;;;2;;2;;.;.;;.;
20240519;05;2024;7778408;1;2;1;70;44;1;41.387098367;44;;1;1;5;1;;;48;800000;1;24;5;8;4;2;2;2;;2;;5223;9122;45;4520;
20240519;05;2024;7778408;1;3;1;70;44;1;41.387098367;44;1;;;;;1;;48;800000;1;8;5;8;3;1;2;2;;2;;.;9111;97;9700;
20240519;05;2024;7778409;1;2;1;70;44;1;107.5889286;44;1;;;;;;;;;2;;;;;;;2;;2;;.;.;;.;
